@relation 10-spell-checked.arff

@attribute id numeric
@attribute color {x,black,'dark gray','light gray',white}
@attribute text string
@attribute score {0,1,2}

@data
27490,white,'Brandi and Jerry predicted that the darker th e lid color, the greater the increase in air temperature in the glass jar , becuase darker colors absorb more energy. Their hypothesis was correct. This is because the average temperature inside the glass jar with the black lid after three ten-minute trials was 53 degrees but the average temperature inside the glass jar with the white lid after three ten-minute tr ials was 42 degrees. Because black was the darkest color of the lid, it a bosrbed the most heat so the air temperature was highest (and vice versa for the white lid.) Thus, because we don\'t want the doghouse to be overhe ated, the best color to paint it would be white because white would absorb the least heat.',2
27491,black,'The color black will affect the doghouse by m eking it a warmer environment for the dog. Plus if it is a cold winter, t he doghouse will help to keep the dog warmer. The data table shows that u sing the black lid color the air temperature was clearly around 12 degrees  higher then the white lid, about 10 degrees  higher in temperature than the light gray lid, and about 6 degrees  higher in temperature than the dark gray lid each trial. The average temperature was 53 degrees C for the black lid, the average temperature for the dark gray lid was 48 degrees C, the average temperature for the light gray lid was 45 degrees C, and the average temperature for the white lid was 42 degrees C. It shows the black lid absorbs more heat to keep the doghouse warmer.',2
27492,black,'is to dark',0
27493,white,'White would be the best color for a doghouse because according to this experiment whit absorbs the most heat with an average temperature of 42 degrees C compared to the black paint which had an average temperature of 53.25 degrees C, making the doghouse a cooler place to live.',1
27494,black,'if the doghouse is black than the inside will be warmer when there is sun shining on it, so the dog will stay warm',1
27495,'light gray','Light gray would allow the doghouse to absorb heat, though not as much as black, so it would not be incredibly hot, but it would still be warmer than white. Also, it wouldn\'t be as cold as the white, but would be cooler than the black. So light grey is the perfect color to be not quite hot and not quit e cold, and just the right temperature to make the doghouse comfortable for the dog.',1
27496,white,'the color white reflects most of the sun\'s heat, while the color black absorbs most of the sun\'s heat.',1
27497,white,'The best paint color for the doghouse would be white. Inside of the doghouse, the air will be cooler for the dog than if it were painted black or gray. The average temperature for the black lid was 53 degrees  C, but for the white lid, it was 42 degrees C. The white lid made the air 11 degrees  cooler than the black lid.',2
27498,white,'white cause black makes heat worse and so i c hose white because every doghouse is white because its easier to see in the dark and its comfy and warm.',0
27499,black,'the darker the color the greater the increase in the air temperature in the doghouse because darker colors absorb mor e energy.',1
27500,white,'white will seep the doghouse cooler',1
27501,black,'black will affect the doghouse buy keeping heat in',0
27502,black,'brings heat in the dog house',0
27503,white,'White doesn\'t attract heat but black, dark gray and light gray do, so the dog would be kept cool.',1
27504,'dark gray','Dark gray would keep the temperature of the doghouse constant and it wouldn\'t be too hot or to cold.',1
27505,'dark gray','dark gray will keep the doghouse the same te mp in the summer and winter as long as therer is light.',0
27506,white,'white is the best becouse it is the coolest and would not over heat he dog',1
27507,'light gray','If you paint the doghouse black then the inside will always very hot. Then when the sun is shining on it just like in the lab it says the \"the darker the color\".the gr eater the increase in air inside the doghouse. so i would not choose black to be the color for the doghouse. i would pick light grey because it i s dark but at the same time it is a light color . when the sun is shining or giving heat to the doghouse it will be warm but cool at the same tim e because it is a light color and a light color does not observe as much heat.',2
